     0.000      0.000
     0.200      0.000
     0.400      0.000
     0.600      0.000
     0.800      0.000
     1.000      0.000
     1.200     -0.000
     1.400      0.000
     1.600      0.001
     1.800      0.024
     2.000      0.090
     2.200      0.178
     2.400      0.281
     2.600      0.423
     2.800      1.012
     3.000      1.487
     3.200      1.513
     3.400      1.399
     3.600      1.271
     3.800      1.159
     4.000      1.044
     4.200      0.950
     4.400      0.893
     4.600      0.865
     4.800      0.858
     5.000      0.871
     5.200      0.902
     5.400      0.949
     5.600      1.007
     5.800      1.054
     6.000      1.075
     6.200      1.073
     6.400      1.056
     6.600      1.033
     6.800      1.010
     7.000      0.991
     7.200      0.978
     7.400      0.971
     7.600      0.971
     7.800      0.975
     8.000      0.982
     8.200      0.992
     8.400      1.002
     8.600      1.010
     8.800      1.013
     9.000      1.013
     9.200      1.011
     9.400      1.007
     9.600      1.002
     9.800      0.998
    10.000      0.996
    10.200      0.994
    10.400      0.994
    10.600      0.995
    10.800      0.996
    11.000      0.998
    11.200      0.999
    11.400      1.001
    11.600      1.002
    11.800      1.002
    12.000      1.002
    12.200      1.001
    12.400      1.001
    12.600      1.000
    12.800      1.000
    13.000      0.999
    13.200      0.999
    13.400      0.999
    13.600      1.000
    13.800      1.000
    14.000      1.000
    14.200      1.000
    14.400      1.001
    14.600      1.001
    14.800      1.000
    15.000      1.000
